,Uniform,Gaussian,Nearly Sorted,Fully Sorted,Reversed,Few Unique Values
2785,5161,-3384,2785,2785,7214,4
2786,7942,-6303,2786,2786,7213,3
2787,445,-8320,2787,2787,7212,9
2788,6490,9831,2788,2788,7211,6
2789,7586,5876,2789,2789,7210,8
2790,9328,4694,2790,2790,7209,9
2791,5605,-5466,988,2791,7208,7
2792,8217,-3149,2792,2792,7207,5
2793,5686,18199,2793,2793,7206,7
2794,8531,12052,2794,2794,7205,6
2795,1239,7076,2795,2795,7204,5
2796,4445,4377,2796,2796,7203,5
2797,2572,17873,2797,2797,7202,3
2798,2734,5407,2798,2798,7201,4
2799,563,4,2799,2799,7200,1
2800,2694,5996,2800,2800,7199,4
2801,5023,-12153,2801,2801,7198,8
2802,6585,-4034,3495,2802,7197,1
2803,1766,-17393,6051,2803,7196,9
2804,6466,2564,7921,2804,7195,6
2805,6856,-4330,2805,2805,7194,2
2806,4586,6274,2806,2806,7193,2
2807,3033,-50,2807,2807,7192,8
2808,3606,-324,2808,2808,7191,0
2809,9522,6179,2809,2809,7190,0
2810,9537,7144,2810,2810,7189,4
2811,997,11831,2811,2811,7188,0
2812,7127,1330,2812,2812,7187,6
2813,7513,423,2813,2813,7186,5
2814,4507,3618,2814,2814,7185,8
2815,2006,13511,2815,2815,7184,8
2816,2585,7681,2816,2816,7183,0
2817,1266,-861,9621,2817,7182,7
2818,763,4750,1378,2818,7181,4
2819,4516,11240,2819,2819,7180,1
2820,5846,-410,2820,2820,7179,4
2821,606,11047,2821,2821,7178,4
2822,5880,-2182,2822,2822,7177,7
2823,2072,-19797,2823,2823,7176,1
2824,5273,9173,2824,2824,7175,1
2825,9224,-4216,2825,2825,7174,3
2826,7185,-4352,2826,2826,7173,7
2827,1406,-2002,8721,2827,7172,5
2828,8797,-6476,2828,2828,7171,8
2829,5865,693,2829,2829,7170,7
2830,3667,5218,2830,2830,7169,5
2831,9964,6523,2831,2831,7168,3
2832,2633,-19566,2832,2832,7167,0
2833,7726,-11714,2833,2833,7166,4
2834,5029,-12892,2834,2834,7165,2
2835,5209,-8509,2835,2835,7164,1
2836,7434,25193,2836,2836,7163,6
2837,2881,-7304,2837,2837,7162,5
2838,1042,7552,2838,2838,7161,0
2839,4640,-13193,2839,2839,7160,5
2840,4857,10634,7008,2840,7159,5
2841,9803,-8301,2841,2841,7158,2
2842,3200,13325,2842,2842,7157,6
2843,3601,-791,2843,2843,7156,6
2844,3033,-1105,2844,2844,7155,5
2845,6640,8593,2845,2845,7154,1
2846,7568,2290,2846,2846,7153,7
2847,6469,7274,2847,2847,7152,4
2848,3253,19801,2848,2848,7151,5
2849,9423,5994,2849,2849,7150,0
2850,2956,2751,2850,2850,7149,3
2851,2408,-2321,5524,2851,7148,4
2852,9823,9236,2852,2852,7147,9
2853,1365,14081,2853,2853,7146,8
2854,2527,2514,7969,2854,7145,2
2855,2537,15873,2855,2855,7144,7
2856,5100,4614,2856,2856,7143,4
2857,500,-11788,2857,2857,7142,3
2858,9029,3787,2858,2858,7141,5
2859,7706,-3827,2859,2859,7140,7
2860,2802,-13242,2860,2860,7139,9
2861,1288,2435,1868,2861,7138,1
2862,4443,1196,2862,2862,7137,3
2863,1978,1765,2863,2863,7136,1
2864,9349,-13824,2864,2864,7135,4
2865,145,-24321,2865,2865,7134,6
2866,7878,14221,2866,2866,7133,0
2867,532,6847,2867,2867,7132,4
2868,8704,-11797,2868,2868,7131,3
2869,2660,12993,2869,2869,7130,9
2870,7924,3487,2870,2870,7129,9
2871,3782,-422,2931,2871,7128,7
2872,9788,-9937,2872,2872,7127,1
2873,3949,5481,2873,2873,7126,3
2874,3482,13932,2874,2874,7125,1
2875,5769,-10926,2875,2875,7124,5
2876,9280,18762,2876,2876,7123,9
2877,8641,9677,6716,2877,7122,2
2878,8805,-10629,2878,2878,7121,6
2879,6635,21455,2879,2879,7120,3
2880,9014,-12914,2880,2880,7119,5
2881,4474,10600,2881,2881,7118,8
2882,7569,-8446,2882,2882,7117,1
2883,6634,14639,2883,2883,7116,2
2884,7518,-6109,2884,2884,7115,9
2885,7584,6256,2885,2885,7114,2
2886,5549,17822,2886,2886,7113,1
2887,3305,-3744,2887,2887,7112,3
2888,8396,25981,2888,2888,7111,6
2889,8757,-2568,2889,2889,7110,4
2890,7207,12600,9527,2890,7109,7
2891,5695,-15041,2891,2891,7108,1
2892,2471,-6894,2892,2892,7107,0
2893,5641,-9979,2893,2893,7106,1
2894,6453,6188,2894,2894,7105,9
2895,2978,-1426,2895,2895,7104,2
2896,3975,-15705,2896,2896,7103,1
2897,425,-2906,2897,2897,7102,4
2898,4923,-10342,2898,2898,7101,0
2899,1386,8446,443,2899,7100,4
2900,7436,-12284,2900,2900,7099,9
2901,612,-11636,2901,2901,7098,6
2902,5751,6029,304,2902,7097,3
2903,3020,3113,2903,2903,7096,9
2904,8194,2358,487,2904,7095,9
2905,2028,-13427,2905,2905,7094,6
2906,5134,-7110,2906,2906,7093,9
2907,6720,-3429,2907,2907,7092,6
2908,0,-9850,2908,2908,7091,7
2909,5819,-10067,2909,2909,7090,7
2910,159,3706,2910,2910,7089,4
2911,6022,-6629,2911,2911,7088,6
2912,4010,-463,7134,2912,7087,4
2913,3646,830,2913,2913,7086,8
2914,1184,-654,2914,2914,7085,3
2915,6246,-6929,7812,2915,7084,5
2916,484,-11754,2916,2916,7083,6
2917,9622,-711,2917,2917,7082,2
2918,6612,-3170,2918,2918,7081,7
2919,1567,2646,2919,2919,7080,1
2920,567,-11432,2920,2920,7079,9
2921,2599,-3636,2921,2921,7078,6
2922,5802,2815,2922,2922,7077,4
2923,2022,4379,2923,2923,7076,1
2924,8444,8957,2924,2924,7075,1
2925,1921,-6116,2925,2925,7074,5
2926,4644,-10176,2926,2926,7073,4
2927,5245,3710,2083,2927,7072,6
2928,2453,-8582,2928,2928,7071,0
2929,731,-2099,2929,2929,7070,0
2930,2249,-13306,2930,2930,7069,6
2931,6362,1825,2931,2931,7068,3
2932,1193,11082,5798,2932,7067,3
2933,9095,-8715,2933,2933,7066,1
2934,9267,4272,2934,2934,7065,9
2935,59,-9129,6124,2935,7064,8
2936,6376,-1374,6973,2936,7063,2
2937,6540,9205,2937,2937,7062,9
2938,8296,9916,2938,2938,7061,5
2939,742,4069,2939,2939,7060,1
2940,8592,9993,2718,2940,7059,2
2941,4004,7718,2941,2941,7058,2
2942,8206,3015,2942,2942,7057,5
2943,6437,-13379,2943,2943,7056,5
2944,1410,1856,2944,2944,7055,5
2945,7505,12259,2945,2945,7054,6
2946,5354,-4854,2946,2946,7053,0
2947,5630,-4829,2947,2947,7052,0
2948,4464,-15663,2948,2948,7051,4
2949,3123,2894,2949,2949,7050,6
2950,9401,10123,2950,2950,7049,2
2951,5651,5409,2951,2951,7048,9
2952,506,24104,2952,2952,7047,2
2953,2890,-2489,2953,2953,7046,1
2954,2335,-521,2954,2954,7045,4
2955,3258,4198,2547,2955,7044,8
2956,8322,22114,2956,2956,7043,0
2957,154,-5189,2957,2957,7042,3
2958,6535,13360,2585,2958,7041,6
2959,2779,11079,2959,2959,7040,5
2960,6669,-1993,2960,2960,7039,9
2961,5975,-4948,2961,2961,7038,5
2962,6405,-6421,2962,2962,7037,6
2963,2971,17027,2963,2963,7036,7
2964,6431,-5228,2964,2964,7035,2
2965,5157,-4861,2965,2965,7034,2
2966,3525,-2038,38,2966,7033,7
2967,4658,6180,2967,2967,7032,3
2968,8084,-4354,2968,2968,7031,5
2969,785,-10983,2969,2969,7030,5
2970,5132,5025,2970,2970,7029,2
2971,6382,-8152,4899,2971,7028,8
2972,9002,1107,4477,2972,7027,8
2973,946,-346,2973,2973,7026,2
2974,7896,-15327,2974,2974,7025,1
2975,7720,10895,7412,2975,7024,6
2976,4495,22303,2976,2976,7023,0
2977,6566,9340,2977,2977,7022,3
2978,2078,10087,2978,2978,7021,4
2979,9028,3430,2979,2979,7020,4
2980,4058,-7687,2980,2980,7019,5
2981,4735,13388,2981,2981,7018,8
2982,1104,3430,2982,2982,7017,9
2983,6248,-4918,2983,2983,7016,7
2984,8174,-14223,2984,2984,7015,8
2985,7040,-7321,2985,2985,7014,0
2986,4221,-4791,2986,2986,7013,8
2987,6203,3811,2987,2987,7012,9
2988,3147,16912,2988,2988,7011,9
2989,187,-21834,2989,2989,7010,8
2990,5775,17874,2990,2990,7009,3
2991,8346,3165,9057,2991,7008,3
2992,3719,6738,2992,2992,7007,0
2993,8880,-1464,2993,2993,7006,2
2994,7925,966,2994,2994,7005,3
2995,3921,321,2995,2995,7004,1
2996,8701,-5718,3111,2996,7003,0
2997,294,-5827,2997,2997,7002,0
2998,2912,-2370,2998,2998,7001,3
2999,4659,-13695,2999,2999,7000,5
3000,6624,5568,3000,3000,6999,3
3001,8339,-829,3001,3001,6998,9
3002,6048,6140,3002,3002,6997,5
3003,9982,7013,3358,3003,6996,9
3004,6985,-14991,3004,3004,6995,7
3005,8635,-15470,3005,3005,6994,1
3006,3160,2095,3006,3006,6993,3
3007,5928,-5180,3007,3007,6992,8
3008,4356,-12793,3008,3008,6991,5
3009,1087,11830,2014,3009,6990,3
3010,6411,9313,3010,3010,6989,0
3011,2430,11824,3011,3011,6988,7
3012,4448,-10460,7107,3012,6987,1
3013,7582,-10682,3013,3013,6986,2
3014,600,20598,3014,3014,6985,1
3015,523,5294,3015,3015,6984,2
3016,668,5188,8165,3016,6983,2
3017,519,16019,3017,3017,6982,8
3018,1042,11761,5091,3018,6981,3
3019,528,433,3019,3019,6980,2
3020,6515,2611,3020,3020,6979,6
3021,5032,7749,6278,3021,6978,4
3022,5283,3324,3022,3022,6977,4
3023,7222,-2458,6866,3023,6976,9
3024,57,-440,8862,3024,6975,3
3025,8471,5752,3025,3025,6974,4
3026,5995,-17593,3026,3026,6973,3
3027,2016,-8307,5696,3027,6972,6
3028,2120,29094,3028,3028,6971,0
3029,9080,8218,3029,3029,6970,4
3030,2690,-682,3030,3030,6969,4
3031,1363,13713,3031,3031,6968,7
3032,5535,-8443,3032,3032,6967,6
3033,4780,9971,3033,3033,6966,8
3034,2451,485,3034,3034,6965,3
3035,9532,16851,3035,3035,6964,0
3036,8961,6535,3036,3036,6963,7
3037,4194,-7590,3037,3037,6962,8
3038,358,-20814,1023,3038,6961,4
3039,680,-10744,3519,3039,6960,4
3040,7440,-4817,3040,3040,6959,3
3041,469,5684,3041,3041,6958,2
3042,9909,-12273,3042,3042,6957,4
3043,4166,-24768,5836,3043,6956,9
3044,91,-8937,3044,3044,6955,5
3045,9738,11174,3045,3045,6954,9
3046,9090,1883,3046,3046,6953,5
3047,5860,3025,3047,3047,6952,4
3048,8139,126,3048,3048,6951,8
3049,3792,-10255,3049,3049,6950,1
3050,4763,14251,3050,3050,6949,0
3051,2981,1429,3051,3051,6948,0
3052,1698,1767,3052,3052,6947,7
3053,7866,8765,3053,3053,6946,9
3054,2162,-7102,3054,3054,6945,2
3055,7621,-15356,3055,3055,6944,1
3056,7600,3555,3056,3056,6943,2
3057,1339,-11274,3057,3057,6942,3
3058,718,7110,3058,3058,6941,5
3059,2164,-3963,3059,3059,6940,1
3060,9395,-12983,3060,3060,6939,1
3061,6967,-4763,3061,3061,6938,0
3062,4376,10207,3062,3062,6937,0
3063,4414,17393,3063,3063,6936,7
3064,6944,1977,3064,3064,6935,4
3065,182,2401,3065,3065,6934,0
3066,269,4145,3066,3066,6933,1
3067,8466,4826,3067,3067,6932,7
3068,3851,14276,3068,3068,6931,2
3069,5650,-6791,3069,3069,6930,2
3070,181,5079,4176,3070,6929,9
3071,4143,-21611,3071,3071,6928,2
3072,473,12107,2170,3072,6927,6
3073,9089,1432,3073,3073,6926,3
3074,9025,8064,4143,3074,6925,2
3075,7202,-15409,3075,3075,6924,2
3076,8192,-9097,3076,3076,6923,0
3077,5879,843,3077,3077,6922,2
3078,6047,-6338,4077,3078,6921,5
3079,6131,4823,3079,3079,6920,4
3080,4986,10234,3080,3080,6919,3
3081,1914,153,3081,3081,6918,8
3082,6510,4869,4005,3082,6917,6
3083,2909,7738,3083,3083,6916,4
3084,6053,8455,3084,3084,6915,5
3085,5538,6369,3085,3085,6914,3
3086,6580,21003,3086,3086,6913,5
3087,6841,7920,3087,3087,6912,4
3088,6879,-10334,3088,3088,6911,9
3089,6192,-12935,3089,3089,6910,4
3090,486,7924,3090,3090,6909,8
3091,2021,8784,6112,3091,6908,9
3092,9254,-180,4795,3092,6907,3
3093,8897,23866,3093,3093,6906,2
3094,3439,-16501,3094,3094,6905,6
3095,3298,-22481,3095,3095,6904,7
3096,4668,-17216,3096,3096,6903,6
3097,2682,15663,3097,3097,6902,4
3098,1054,-1787,3098,3098,6901,0
3099,122,12529,3099,3099,6900,0
3100,4855,-3006,3100,3100,6899,2
3101,4477,-2743,5207,3101,6898,1
3102,4550,8608,3102,3102,6897,5
3103,8710,-14058,3103,3103,6896,6
3104,5815,-17583,3104,3104,6895,5
3105,6131,-17102,3105,3105,6894,0
3106,9784,-3049,3106,3106,6893,9
3107,9062,-9053,11,3107,6892,5
3108,4397,-2863,3108,3108,6891,0
3109,7094,7533,3109,3109,6890,3
3110,5118,-8016,3110,3110,6889,6
3111,8790,1460,3111,3111,6888,1
3112,3313,1563,3112,3112,6887,3
3113,4344,-10385,3113,3113,6886,9
3114,9564,-5922,3114,3114,6885,5
3115,4414,-23541,3115,3115,6884,7
3116,8836,-1378,3116,3116,6883,3
3117,2842,-14785,9037,3117,6882,6
3118,9196,4363,3118,3118,6881,4
3119,7109,6623,3119,3119,6880,9
3120,9537,11062,5734,3120,6879,0
3121,220,-5554,3121,3121,6878,8
3122,9310,15154,3122,3122,6877,0
3123,5156,-11246,5022,3123,6876,2
3124,4874,2652,3124,3124,6875,0
3125,1582,-21353,3125,3125,6874,3
3126,5597,-15856,3126,3126,6873,8
3127,9472,7157,3127,3127,6872,5
3128,8966,26119,3128,3128,6871,4
3129,7230,-25396,3129,3129,6870,7
3130,3709,14066,3130,3130,6869,4
3131,7465,21510,2563,3131,6868,1
3132,4631,1069,3132,3132,6867,8
3133,1298,10595,3133,3133,6866,0
3134,788,-11694,3134,3134,6865,4
3135,7975,7892,3135,3135,6864,2
3136,1584,8354,3136,3136,6863,8
3137,8658,1101,6990,3137,6862,5
3138,6864,8143,3138,3138,6861,4
3139,8463,6398,3139,3139,6860,2
3140,2103,16871,3140,3140,6859,8
3141,1256,4971,3141,3141,6858,8
3142,1907,7983,3142,3142,6857,9
3143,6331,1500,3143,3143,6856,8
3144,2060,9057,3144,3144,6855,8
3145,7036,11380,3145,3145,6854,2
3146,3805,-16341,3693,3146,6853,9
3147,7640,5417,3405,3147,6852,4
3148,6026,-19535,8950,3148,6851,8
3149,2472,2659,3149,3149,6850,9
3150,8586,1866,3150,3150,6849,6
3151,1372,-14024,3151,3151,6848,3
3152,2953,-4032,3152,3152,6847,4
3153,1784,1888,3153,3153,6846,8
3154,5251,-11509,3154,3154,6845,0
3155,9706,15125,3155,3155,6844,4
3156,7327,-3276,3156,3156,6843,3
3157,480,-2091,3018,3157,6842,8
3158,7322,-74,1173,3158,6841,2
3159,7067,-8238,4118,3159,6840,9
3160,9728,-6551,1820,3160,6839,4
3161,5578,2639,3161,3161,6838,3
3162,2686,-26233,3162,3162,6837,1
3163,5957,-10173,3163,3163,6836,9
3164,3217,18400,7956,3164,6835,7
3165,8240,-11547,3165,3165,6834,6
3166,9915,-15742,3166,3166,6833,6
3167,5870,-3315,3167,3167,6832,4
3168,12,1616,3168,3168,6831,5
3169,1028,-6574,3169,3169,6830,3
3170,7945,13420,3170,3170,6829,9
3171,3342,-421,3171,3171,6828,7
3172,6980,5795,3172,3172,6827,7
3173,6628,6482,3173,3173,6826,9
3174,6729,5398,3174,3174,6825,5
3175,4831,-16885,3175,3175,6824,9
3176,9626,-7042,3176,3176,6823,2
3177,2237,-15886,3177,3177,6822,6
3178,7844,-13379,3178,3178,6821,4
3179,2223,-8978,3179,3179,6820,5
3180,7682,-18299,3180,3180,6819,9
3181,9043,-3530,3181,3181,6818,1
3182,4237,6539,3182,3182,6817,5
3183,8163,11190,3183,3183,6816,0
3184,9266,6920,3184,3184,6815,3
3185,9158,-7597,3185,3185,6814,4
3186,3909,7083,3186,3186,6813,8
3187,9289,-6806,3187,3187,6812,4
3188,3760,16624,3188,3188,6811,9
3189,1313,2576,3189,3189,6810,9
3190,8436,-10626,3190,3190,6809,3
3191,3850,2139,3191,3191,6808,3
3192,747,-9671,3192,3192,6807,2
3193,8827,-973,3193,3193,6806,2
3194,7945,9196,9832,3194,6805,6
3195,4124,5592,3195,3195,6804,0
3196,1446,-7886,3196,3196,6803,6
3197,5926,-9674,3197,3197,6802,2
3198,1124,-21786,3198,3198,6801,6
3199,5727,8592,3199,3199,6800,0
3200,6663,15694,3200,3200,6799,3
3201,1398,-7130,3201,3201,6798,6
3202,7647,-5145,7263,3202,6797,6
3203,1048,6414,3203,3203,6796,2
3204,3945,3425,7245,3204,6795,5
3205,6742,5812,5936,3205,6794,7
3206,5389,-18714,3206,3206,6793,8
3207,6027,13,3207,3207,6792,3
3208,5303,-18625,3208,3208,6791,6
3209,8357,-4506,3209,3209,6790,0
3210,9292,-10907,3210,3210,6789,8
3211,5812,-447,3211,3211,6788,0
3212,6694,5621,3212,3212,6787,4
3213,5544,8377,3952,3213,6786,5
3214,3247,-13284,2319,3214,6785,9
3215,7300,-7729,3215,3215,6784,9
3216,9271,-10299,5295,3216,6783,7
3217,5299,568,3217,3217,6782,3
3218,2182,6543,3218,3218,6781,4
3219,7460,-11033,3219,3219,6780,4
3220,2448,11229,3220,3220,6779,7
3221,8634,4037,3221,3221,6778,6
3222,3120,7485,3222,3222,6777,8
3223,2041,13481,3223,3223,6776,8
3224,9396,13376,3224,3224,6775,2
3225,8872,-9279,3225,3225,6774,6
3226,8259,-2523,3226,3226,6773,2
3227,1612,-768,3227,3227,6772,6
3228,7634,-3859,3228,3228,6771,7
3229,8164,2079,3229,3229,6770,5
3230,6425,4405,3230,3230,6769,8
3231,3421,-469,3231,3231,6768,0
3232,3300,-22926,3232,3232,6767,4
3233,9382,2266,3233,3233,6766,9
3234,2589,5346,3234,3234,6765,7
3235,3225,546,3235,3235,6764,3
3236,5599,10828,3236,3236,6763,1
3237,5117,5891,3237,3237,6762,8
3238,8243,-12882,7061,3238,6761,6
3239,4791,4760,3239,3239,6760,2
3240,4007,18298,3240,3240,6759,2
3241,1160,-4154,3241,3241,6758,4
3242,5280,3835,3242,3242,6757,6
3243,8922,-11267,3243,3243,6756,9
3244,6555,-8193,3244,3244,6755,3
3245,7762,-19912,3245,3245,6754,6
3246,5378,-19630,3246,3246,6753,3
3247,7370,5632,5437,3247,6752,3
3248,4967,-7548,3248,3248,6751,3
3249,1418,-15868,3249,3249,6750,9
3250,1570,9913,3250,3250,6749,4
3251,3072,-3694,3251,3251,6748,7
3252,1605,-13307,3252,3252,6747,9
3253,8570,3536,3253,3253,6746,7
3254,7979,1057,105,3254,6745,8
3255,2275,2231,4101,3255,6744,1
3256,7386,-13677,3256,3256,6743,8
3257,9536,10777,3257,3257,6742,2
3258,9262,-10273,3258,3258,6741,6
3259,4753,-6902,3259,3259,6740,6
3260,9798,10832,3260,3260,6739,4
3261,1381,-3077,612,3261,6738,9
3262,3790,-2084,3658,3262,6737,6
3263,7464,-14312,3263,3263,6736,7
3264,4588,-17709,3264,3264,6735,7
3265,9839,15169,9357,3265,6734,9
3266,9113,468,5922,3266,6733,7
3267,4763,18972,3267,3267,6732,6
3268,8607,8130,3268,3268,6731,1
3269,5805,953,3269,3269,6730,5
3270,7023,10396,9416,3270,6729,4
3271,5872,-10885,6886,3271,6728,0
3272,1055,-5583,2721,3272,6727,9
3273,5281,3308,3273,3273,6726,4
3274,2271,11547,3274,3274,6725,3
3275,9655,-3155,3275,3275,6724,4
3276,7775,8113,3276,3276,6723,3
3277,7897,-2556,3277,3277,6722,7
3278,5910,117,3278,3278,6721,2
3279,5317,-7857,3279,3279,6720,0
3280,6255,-18942,3280,3280,6719,9
3281,9035,6204,3281,3281,6718,5
3282,2848,-1078,3282,3282,6717,7
3283,9499,27686,3283,3283,6716,4
3284,434,15165,3284,3284,6715,7
3285,1719,2098,3285,3285,6714,9
3286,6029,11864,3286,3286,6713,1
3287,5063,-4935,3287,3287,6712,6
3288,6882,-3223,3288,3288,6711,4
3289,3298,7202,3289,3289,6710,3
3290,5614,184,3290,3290,6709,4
3291,912,-12850,3291,3291,6708,4
3292,2545,13454,3292,3292,6707,4
3293,3297,5728,3293,3293,6706,1
3294,3312,18657,3294,3294,6705,2
3295,3629,1652,3295,3295,6704,7
3296,3417,-4190,3296,3296,6703,2
3297,7695,-9778,3297,3297,6702,9
3298,4078,-1629,3298,3298,6701,5
3299,3835,4289,3299,3299,6700,0
3300,5625,-18975,3300,3300,6699,5
3301,8974,-17239,3301,3301,6698,6
3302,9162,3839,3302,3302,6697,2
3303,6752,-567,3303,3303,6696,4
3304,9632,-10093,3304,3304,6695,6
3305,832,-20646,3305,3305,6694,8
3306,157,1403,3306,3306,6693,8
3307,1787,-136,8550,3307,6692,2
3308,7588,5104,3308,3308,6691,2
3309,9166,5953,3309,3309,6690,3
3310,6097,7059,3310,3310,6689,6
3311,5314,-12201,3311,3311,6688,8
3312,7329,-18284,3312,3312,6687,2
3313,2378,-2395,3313,3313,6686,7
3314,4471,4792,3314,3314,6685,6
3315,2794,-9372,3315,3315,6684,2
3316,9222,-646,5797,3316,6683,9
3317,3272,26550,3317,3317,6682,6
3318,9197,19089,3318,3318,6681,1
3319,6195,15529,3319,3319,6680,7
3320,9997,6770,3320,3320,6679,9
3321,5453,1355,3321,3321,6678,4
3322,6066,5915,3322,3322,6677,3
3323,8729,-4240,6993,3323,6676,2
3324,6618,20380,3324,3324,6675,4
3325,4097,12508,3325,3325,6674,4
3326,7177,6114,3326,3326,6673,5
3327,3269,565,3327,3327,6672,7
3328,2238,-5022,9001,3328,6671,6
3329,9677,-15849,3329,3329,6670,3
3330,1504,10602,3330,3330,6669,4
3331,2240,-7550,3331,3331,6668,4
3332,5243,-20682,3332,3332,6667,7
3333,4815,-7224,1175,3333,6666,5
3334,9561,-9126,3334,3334,6665,2
3335,6607,6698,3335,3335,6664,4
3336,266,12379,3336,3336,6663,3
3337,3289,-10472,3337,3337,6662,1
3338,3366,-11369,3338,3338,6661,5
3339,9424,5339,8583,3339,6660,2
3340,4450,2460,3340,3340,6659,8
3341,6549,-2889,3341,3341,6658,5
3342,2138,7073,3342,3342,6657,2
3343,5232,-5255,3343,3343,6656,8
3344,4794,-4369,3344,3344,6655,7
3345,7451,-3031,8709,3345,6654,4
3346,1607,-3622,3346,3346,6653,4
3347,3751,-27095,3347,3347,6652,4
3348,9024,-13108,3348,3348,6651,3
3349,4125,10555,7511,3349,6650,2
3350,7570,-1931,3350,3350,6649,5
3351,775,-5633,3351,3351,6648,5
3352,9225,-13178,3352,3352,6647,0
3353,3169,-6946,3353,3353,6646,2
3354,1796,-4751,3354,3354,6645,0
3355,5643,258,3355,3355,6644,1
3356,1608,5900,3356,3356,6643,0
3357,6695,-2082,5675,3357,6642,1
3358,6766,5381,3358,3358,6641,0
3359,4842,-6833,3359,3359,6640,5
3360,8115,9563,3360,3360,6639,4
3361,4238,-12822,3361,3361,6638,9
3362,6287,8452,3362,3362,6637,7
3363,5255,310,3363,3363,6636,9
3364,2448,-19548,3364,3364,6635,2
3365,7394,13735,3365,3365,6634,8
3366,9327,1673,3366,3366,6633,2
3367,9394,-10196,3367,3367,6632,3
3368,9250,3808,3368,3368,6631,6
3369,4843,5610,3369,3369,6630,6
3370,6284,-9215,3370,3370,6629,3
3371,9135,11518,3371,3371,6628,9
3372,6022,-4502,1991,3372,6627,8
3373,3430,6717,3373,3373,6626,2
3374,5397,-5259,1126,3374,6625,8
3375,5554,9114,3375,3375,6624,3
3376,8932,-8032,130,3376,6623,0
3377,4829,15825,387,3377,6622,2
3378,6640,-4296,1308,3378,6621,4
3379,7812,-9476,3379,3379,6620,8
3380,9462,7123,3380,3380,6619,6
3381,5038,8707,3381,3381,6618,7
3382,9192,13392,3382,3382,6617,2
3383,8747,3646,2326,3383,6616,9
3384,6130,7469,3384,3384,6615,3
3385,950,994,3385,3385,6614,9
3386,7804,2931,3386,3386,6613,5
3387,4776,-6208,3387,3387,6612,5
3388,5428,12946,3388,3388,6611,3
3389,780,-171,3389,3389,6610,7
3390,305,-3084,3390,3390,6609,7
3391,2017,-2390,3391,3391,6608,5
3392,440,-7052,5341,3392,6607,7
3393,8567,-3326,3393,3393,6606,6
3394,1531,-22561,3394,3394,6605,3
3395,682,-5237,3500,3395,6604,8
3396,7567,-1996,3396,3396,6603,2
3397,4680,2377,3397,3397,6602,5
3398,9143,-5342,3398,3398,6601,2
3399,1632,385,3399,3399,6600,3
3400,1756,7243,3400,3400,6599,0
3401,1421,14293,3401,3401,6598,8
3402,7376,-8337,1740,3402,6597,2
3403,2274,2189,3312,3403,6596,2
3404,4139,-12141,5748,3404,6595,4
3405,3234,13786,3405,3405,6594,7
3406,8998,-11566,3406,3406,6593,9
3407,1448,-1252,3407,3407,6592,3
3408,1907,12078,3408,3408,6591,5
3409,8171,-19983,3409,3409,6590,7
3410,317,9903,1451,3410,6589,1
3411,4257,-1035,3411,3411,6588,8
3412,9912,11450,3412,3412,6587,4
3413,6192,-527,3413,3413,6586,4
3414,569,-12368,3414,3414,6585,2
3415,8842,-3571,3415,3415,6584,2
3416,9898,854,3416,3416,6583,5
3417,5396,-5857,3417,3417,6582,7
3418,2447,-5414,9642,3418,6581,2
3419,6716,5406,3419,3419,6580,8
3420,1754,-3280,3420,3420,6579,4
3421,5817,15628,3421,3421,6578,9
3422,6597,1365,3422,3422,6577,1
3423,2020,2700,3423,3423,6576,1
3424,8801,292,3424,3424,6575,7
3425,3511,10174,3425,3425,6574,6
3426,4192,-2761,3426,3426,6573,4
3427,6037,11115,3427,3427,6572,0
3428,4348,1425,3428,3428,6571,6
3429,1949,-1048,3429,3429,6570,7
3430,297,-5998,3430,3430,6569,0
3431,8369,-9172,3431,3431,6568,9
3432,5098,2664,3432,3432,6567,8
3433,341,-14971,3433,3433,6566,6
3434,2949,2495,1762,3434,6565,8
3435,1541,-231,3435,3435,6564,4
3436,105,-2283,3436,3436,6563,6
3437,5639,-6419,8275,3437,6562,6
3438,8666,-15940,3438,3438,6561,7
3439,2140,-110,3439,3439,6560,8
3440,5830,10384,3440,3440,6559,9
3441,7872,1287,3441,3441,6558,7
3442,4250,-12140,3442,3442,6557,4
3443,9475,2063,3443,3443,6556,9
3444,6338,-743,3444,3444,6555,1
3445,1369,9223,3445,3445,6554,6
3446,7965,-2348,3446,3446,6553,0
3447,5880,5990,4485,3447,6552,8
3448,227,-1613,3448,3448,6551,3
3449,263,9383,3449,3449,6550,2
3450,9624,-13995,3450,3450,6549,2
3451,5193,2512,3451,3451,6548,2
3452,8119,-3796,3452,3452,6547,0
3453,9581,-2571,3453,3453,6546,3
3454,3165,12092,3454,3454,6545,6
3455,2143,23920,3455,3455,6544,6
3456,8263,1154,3456,3456,6543,8
3457,4674,14864,3457,3457,6542,8
3458,4540,3657,3458,3458,6541,5
3459,3632,-1058,3459,3459,6540,7
3460,6407,-6168,6362,3460,6539,0
3461,8991,-5176,3461,3461,6538,1
3462,4653,-12243,3462,3462,6537,2
3463,7999,-15951,3463,3463,6536,8
3464,5090,-6506,3464,3464,6535,8
3465,1546,3495,3465,3465,6534,6
3466,191,4887,3466,3466,6533,9
3467,6087,-22192,7613,3467,6532,4
3468,6076,-9161,3468,3468,6531,4
3469,2938,8968,3469,3469,6530,1
3470,8296,2732,3470,3470,6529,9
3471,5074,1300,3471,3471,6528,2
